COMPANY 1	COMPANY 2	STREET	BUILDING	STREET2	POSTAL CODE	CITY DISTRICT	CITY	COUNTRY	CONTINENT	TELEPHONE 1	EMAIL 1	URL 1	ROOMS	STARS	GEO LATITUDE	GEO LONGITUDE
Mountain Chateau & Polo Club	Valcastello	Haselberg	15		39034		Toblach	Italy	Europe	+39-335-227536	info@valcastello.com	www.valcastello.com	6		46.734496249456335	12.261440153815784
Hotel	Schopfenhof	Haselsberg	12		39034	Haselsberg	Toblach	Italy	Europe	+39-0474-913384	info@hotel-schopfenhof.com	www.hotel-schopfenhof.com	31	3	46.73481647467398	12.261566396694889
Urlaub auf dem Bauernhof	Steinerhof	Haselsberg	16		39034		Toblach	Italy	Europe	+39-349-3261030	info@gallorosso.it	www.roterhahn.it	2		46.733941426469535	12.233746524792423
Apartment	Villa Pircher	Mittelweg	20		39034		Toblach	Italy	Europe	+39-0474-979033			1		46.73347579535227	12.220536334909525
Alpenhotel	Ratsberg	Ratsberg	12		39034	Ratsberg	Toblach	Italy	Europe	+39-0474-972213	info@alpenhotel-ratsberg.com	www.alpenhotel-ratsberg.com	29	3	46.74876854033704	12.217379970569596
Suite & Apartments	Pichler	Rote-Turm-Straße	25		39034		Toblach	Italy	Europe	+39-329-3021401	info@app-pichler.com	www.app-pichler.com	4	4	46.73781653848944	12.22554624080658
Residence	Villa Taschler	Silvesterstraße	3		39034	Wahlen	Toblach	Italy	Europe	+39-0474-973207	info@villa-taschler.com	www.villa-taschler.com	5		46.7426272	12.2321665
Residence	Rogger	Silvesterstraße	6		39034	Wahlen	Toblach	Italy	Europe	+39-0474-979117	info@rogger.it	www.rogger.it	8	2	46.74588204181767	12.233898639678955
Urlaubsbauernhof	Hirschenhof	Silvesterstraße	57		39034	Wahlen	Toblach	Italy	Europe	+39-0474-979079	info@gallorosso.it	www.gallorosso.it	4		46.7444348	12.234826399999974
Hotel	Simpaty	St.-Johannes-Str.	4		39034		Toblach	Italy	Europe	+39-0474-973330	hotel-simpaty@dobbiaco.it	www.dobbiaco.it/hotel-simpaty	30	3	46.73365281085301	12.223113477230072
Residence	Mairhofer	St.-Johannes-Str.	20		39034		Toblach	Italy	Europe	+39-0474-972559	info@residence-mairhofer.it	www.residence-mairhofer.it	7	3	46.73162873706049	12.223443388938904
Hotel	Tschurtschenthaler	St.-Johannes-Str.	22		39034		Toblach	Italy	Europe	+39-0474-972477	info@tschurtschenthaler.com	www.tschurtschenthaler.com	26	3	46.731352971808505	12.223598957061768
Residence	Fischer	St.-Johannes-Str.	31		39034		Toblach	Italy	Europe	+39-0474-972264	info@fischer.bz.it	www.fischer.bz.it	5	2	46.7324362	12.223477
Hotel	Moritz	St.-Johannes-Str.	33		39034		Toblach	Italy	Europe	+39-0474-972510	info@hotelmoritz.it	www.hotelmoritz.it	20	3	46.73220232426811	12.223856449127197
Hotel	Cristallo	St.-Johannes-Str.	37		39034		Toblach	Italy	Europe	+39-0474-972138	info@hotelcristallo.com	www.hotelcristallo.com	36	4	46.7313695177634	12.223998606204987
Urlaubsbauernhof	Nigglerhof	Stadlern	3		39034	Wahlen	Toblach	Italy	Europe	+39-0474-979045	info@gallorosso.it	www.roterhahn.it	6		46.704998	12.2289403
Hotel	Baur am See	Toblacher See	1		39034		Toblach	Italy	Europe	+39-0474-972106	info@hotelbaur.it	www.hotelbaur.it	25	2	46.705910321501335	12.220122814178467
Camping	Lago di Dobbiaco	Toblacher See	3		39034		Toblach	Italy	Europe	+39-0474-973138	info@toblachersee.com	www.toblachersee.com			46.7061155	12.2198799
Erbhof Pension	Lienharterhof	Bergstraße	38		39035	Taisten	Welsberg-Taisten	Italy	Europe	+39-0474-950258	info@lienharterhof.com	www.lienharterhof.com	10	2	46.777283360597536	12.107706069946289
Chalet	Silentium - Rainstallhof	Schießstandweg	10a		39035		Welsberg-Taisten	Italy	Europe	+39-0474-944197	info@silentium.it	www.silentium.it	4		46.74369260587942	12.115286072461004
Apartments	Platzerhof	Sonnenstraße	22		39035	Welsberg	Welsberg-Taisten	Italy	Europe				4		46.76692153200596	12.11522456959051
Hotel	Dolomiten (ex Sunnleit'n)	Zellweg	4	Bahnhofstr. 13	39035	Welsberg	Welsberg-Taisten	Italy	Europe	+39-0474-944146	info@bikehotel.com	www.bikehotel.com	35	3	46.75958033849634	12.101966142654419
Apartments	Ciasa Agreiter	Altinstraße	5		39036	Stern	Abtei	Italy	Europe				7	2	46.584103048307504	11.903860867023468
Apartments	Ciasa Cir	Anvìstraße	37		39036		Abtei	Italy	Europe				2		46.60557954679438	11.90268362028337
Pension	Villa Al Sole	Armuntarorastraße			39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849546	pensione@alsole.info	www.alsole.info	16	3	46.57033	11.93647
Garni	Ciasa Barbara	Bosc da Plan Straße	194		39036	Stern	Abtei	Italy	Europe	+39-0471-847055	ciasa.barbara@tiscali.it	www.ciasabarbara.it	15	2	46.58867093226829	11.904641389846802
Residence	Astoria	Bosc da Plan Straße	198		39036	Stern	Abtei	Italy	Europe	+39-0471-844014	info@astoria.bz.it	www.astoria.bz.it	31	4	46.58910226219517	11.904153227806091
Apartments	La Sajun	Bosc da Plan Straße			39036	Stern	Abtei	Italy	Europe	+39-0471-847681		www.dolomit.it	6	3	46.58950409638903	11.903694570064545
Apartaments	Les Pires	Ciampidelstraße	77		39036	St. Kassian	Abtei	Italy	Europe				2		46.58113500780733	11.920026540756226
Apartments	Sotbosch	Col Pineistraße	10		39036	Stern	Abtei	Italy	Europe				3		46.582768371939466	11.897144973190734
Boutique Hotel	Dolomit	Colzstraße	9		39036	Stern	Abtei	Italy	Europe	+39-0471-847120	dolomit@dolomit.it	www.dolomit.it	19	3	46.58842024321227	11.903107166290283
Residence	Les Contrades	Colzstraße	18		39036	Stern	Abtei	Italy	Europe	+39-0471-847021	info@contrades.it	www.contrades.it	15		46.58743959547248	11.90319299697876
Apartments	Pastüra	Colzstraße	24		39036	Stern	Abtei	Italy	Europe	+39-0471-847102			5		46.58916862034075	11.902533173561096
Hotel	Ladinia	Colzstraße	64		39036	Stern	Abtei	Italy	Europe	+39-0471-847044	info@hotel-ladinia.com	www.hotel-ladinia.com	48	3	46.58352420098957	11.903901100158691
Hotel	La Majun	Colzstraße	70		39036	Stern	Abtei	Italy	Europe	+39-0471-847030	reception@lamajun.it	www.lamajun.it	32	4	46.58436334900048	11.90436671487987
Hotel	Ciasa Soleil	Colzstraße	81		39036	Stern	Abtei	Italy	Europe	+39-0471-847174	info@ciasasoleil.it	www.ciasasoleil.it	27	4	46.58337746041404	11.904674470206373
Hotel	Savoy	Colzstraße	88		39036	Stern	Abtei	Italy	Europe	+39-0471-847088	info@savoy-altabadia.it	www.savoy-altabadia.it	30	4	46.58177	11.90072
Apartments	Bel Pre	Colzstraße	91		39036	Stern	Abtei	Italy	Europe	+39-333-3696201	app.belpre@gmail.com		3		46.5828327479712	11.904505544180324
Apartments	Genziana	Colzstraße	95		39036	Stern	Abtei	Italy	Europe				4		46.58289990324907	11.904695617752054
Garni	Villa Jury	Colzstraße	128		39036	Stern	Abtei	Italy	Europe	+39-0471-847095			9	1	46.5831192	11.902667
Hotel	Gran Risa	Colzstraße	133		39036	Stern	Abtei	Italy	Europe	+39-0471-847012	info@granrisa.it	www.granrisa.it	29	3S	46.5812466	11.900455
Residence	Araldina	Costadedoistraße	17	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe	+39-0471-840119	info@araldina.it	www.araldina.it	16	3	46.577353542151236	11.924419402566855
Hotel	La Fradora	Costadedoistraße	21	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849508	hotel@lafradora.it	www.lafradora.it	25	3	46.57679289594377	11.924925327039091
Apartments	La Fradora - Dep. of Klimahaus	Costadedoistraße	21	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe				3		46.57722653271668	11.924757957458496
Apartments	Ciasa Laoi	Costadedoistraße	45	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe				3	3	46.5776196335553	11.924635810279824
Apartments	Ciasa Odlana	Costadedoistraße	49		39036	St. Kassian	Abtei	Italy	Europe				3		46.57807271690197	11.924441993105575
Apartments	Taela	Costadedoistraße	69	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849301			4		46.57877889475861	11.924285888671875
Apartments	Loega	Costadedoistraße	99	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe				2		46.57730281520328	11.92465603351593
Apartment	Ciasa de Lenz	Costadedoistraße	115	Frazione Costadedoi	39036	St. Kassian	Abtei	Italy	Europe	+39-335-7875462	info@delenz.it	www.delenz.it	1		46.57644480389004	11.925948858261108
Residence	As' Odëi	Costadedoistraße	126		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849234			5		46.576680798685601	11.925401687621999
Apartments	Parom	Costadedoistraße	41 A		39036	St. Kassian	Abtei	Italy	Europe				5		46.57847629308201	11.924341678095516
Apartments	Serghela	Costadedoistraße	67 D		39036	St. Kassian	Abtei	Italy	Europe	+39-339-7004608			5		46.578435977751845	11.923749446868896
Chalet	Pera Güda	Costamorinstraße	9		39036	St. Kassian	Abtei	Italy	Europe				1		46.58219504092466	11.922946125268936
SportHotel	Teresa	Damezstraße	64		39036	Pedratsches	Abtei	Italy	Europe	+39-0471-839623	info@hoteldelavillericcione.com	www.sporthotelteresa.it	42	4	46.60150761080434	11.897588254068978
Pension garni	Amalia	Damezstraße	71		39036	Pedratsches	Abtei	Italy	Europe	+39-0471-839692	info@lamuda.it	www.lamuda.it	11	2	46.6058137	11.8964421
Garni	Nives	Funtanaciastraße	32		39036	Stern - Funtanacia	Abtei	Italy	Europe	+39-0471-847128			10	2	46.57436	11.89249
Hotel	Dolomiti	Funtanaciastraße	55		39036	Stern	Abtei	Italy	Europe	+39-0471-847143	info@hotel-dolomiti.com	www.hotel-dolomiti.com	49	3	46.573782416454016	11.892571449279785
Apart-Hotel und B&B	Ai Pini	Glirastraße	4		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849541	info@ai-pini.it	www.ai-pini.it	22	3	46.56428	11.94785
Garni	Baita	Glirastraße	7		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849431	garni.baita@rolmail.net	www.garnibaita.it	7	2	46.56592	11.94645
Pension	La Müda	La Müda Straße	13		39036	Pedratsches	Abtei	Italy	Europe	+39-0471-839698	info@lamuda.it	www.lamuda.it	21	3	46.60767642158501	11.896702945014113
Pension	Travenanzes	Micurà-de-Rü-Straße	19		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849450	info@travenanzes.it	www.travenanzes.it	14	2	46.571772699776496	11.930859862565626
Hotel & Spa	Alpenrose	Micurà-de-Rü-Straße	20		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849500	info@lhw.com	www.lhw.com	51	5	46.57147761263968	11.931313276290894
Châlet	Zeno	Micurà-de-Rü-Straße	20		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849500	info@rosalpina.it	www.rosalpina.it	1		46.57147761263968	11.931313276290894
Residence	Bosco Verde	Micurà-de-Rü-Straße	23		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-840002	info@boscoverde.it	www.boscoverde.it	25	3	46.571639874033316	11.931747794151306
Residence	Ploner	Micurà-de-Rü-Straße	24		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849538			6	2	46.57068473748497	11.93217158317566
Chalet Pension	Ciasa Alexander	Micurà-de-Rü-Straße	41		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849509	info@ciasa-alexander.it	www.ciasa-alexander.it	18	2	46.57119734181643	11.931935548782349
Gasthof	Vajolet C.M./Hh.	Micurà-de-Rü-Straße	49	Landesstraße / Via Nazionale 83	39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849483	info@hotelvajolet.it	www.hotelvajolet.it	26	3	46.57070686439069	11.933255195617676
Apartment	Ciasa Scjadu	Micurà-de-Rü-Straße	51		39036	St. Kassian	Abtei	Italy	Europe				1		46.57074743036109	11.933689713478088
Hotel	Conturines Posta	Micurà-de-Rü-Straße	59		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849464	info@conturines.it	www.conturines.it	41	3	46.570874454970614	11.93428456732363
Hotel	Tofana	Micurà-de-Rü-Straße	63		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849473	info@hoteltofana.it	www.hoteltofana.it	34	3	46.5706371321361	11.934336373016322
Garni	Ciasa Roby	Micurà-de-Rü-Straße	67		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849525	info@hotelfanes.it	www.fanesgroup.com	30	3	46.571051674171834	11.935068368911743
Apartments	Chalet La Tradiziun - Mountain Charme	Ninzstraße	7		39036	Stern	Abtei	Italy	Europe				3		46.5852651345523	11.903125156097417
Apartments	Ciasa Odlina	Ninzstraße	49		39036	Stern	Abtei	Italy	Europe				2		46.58972962718849	11.900601150787338
Ferienwohnungen	Ciasa Lisüra	Pantansarôstraße	25		39036	Pedratsches	Abtei	Italy	Europe	+39-342-6979022	info@lisuraaltabadia.it	www.lisuraaltabadia.it	5	2	46.60844590721451	11.892399787902832
Urlaub auf dem Bauernhof - Garni	Ciasa Urban	Pantansarôstraße	35		39036	Pedratsches	Abtei	Italy	Europe	+39-0471-844129	info@garniurban.it	www.garniurban.it	12	3	46.60825795913627	11.891831159591675
Apartments	Chalet Maria	Parvalastraße	42		39036		Abtei	Italy	Europe	+39-328-8288579	info@chaletmaria.it	www.chaletmaria.it	6	3	46.61230422658284	11.898643970489502
Residence	Scunëi	Parvelastraße	22		39036	St. Leonhard	Abtei	Italy	Europe	+39-0471-839816	residence@scunei.it	www.scunei.it		2	46.61227	11.89924
Dolomiti Wellness Hotel	Fanes	Peceistraße	19		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849470	info@belvita.it	www.belvita.it	75	4S	46.573024402948086	11.931639909234946
Garni	Dolomia	Pedratschesstraße	25		39036	Pedratsches	Abtei	Italy	Europe	+39-0471-844129	info@garniurban.it	www.albergodolomia.it	11	2	46.610889172886125	11.893974244594574
Hotel	Serena	Pedratschesstraße	32		39036	Pedratsches	Abtei	Italy	Europe	+39-0471-839664	info@hotel-serena.com	www.hotel-serena.com	43	3	46.610951819274646	11.893869638442993
Residence	Nagler	Pedratschesstraße	33		39036		Abtei	Italy	Europe				7		46.609886487586266	11.894188998672462
Residence	Aria d'Bosch	Pedratschesstraße	57	Pantansarôstraße 32 / Strada Pantansarè	39036	Pedratsches	Abtei	Italy	Europe	+39-0471-843054	info@ariadbosch.eu	www.ariadbosch.eu	6	2	46.60831692330946	11.892186186560139
Apartments	Ciasa Andy	Pedratschesstraße	86		39036		Abtei	Italy	Europe	+39-0471-839577			3		46.60755038405145	11.895301938056946
Hotel	Antines	Piceninstraße	18		39036	Stern	Abtei	Italy	Europe	+39-0471-844234	info@hotelantines.it	www.hotelantines.it	25	4	46.582668822937805	11.9026780128479
Apartements	Precalalt	Plan Murin Straße	15		39036	Stern	Abtei	Italy	Europe				3		46.57720256478334	11.89967393875122
Apartments	Gana	Plaönstraße	9		39036	Stern	Abtei	Italy	Europe				3		46.58322924456521	11.897544264793396
Garni	Tamarindo	Plaönstraße	20		39036	Stern	Abtei	Italy	Europe	+39-0471-844096	info@tamarindo-lavilla.it	www.tamarindo-lavilla.it		3S	46.58467	11.8977
Garni	Ciasa Montanara	Plaönstraße	24		39036	Stern	Abtei	Italy	Europe	+39-0471-847735	ciasa@montanara.it	www.montanara.it	10		46.58340621861241	11.897614002227783
Hotel	Gran Ancei	Prè de Costa Straße	10		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849540	info@granancei.com	www.granancei.com	45	3S	46.556676594784797	11.9554424285888
Gasthof	Valparol - Eisenöfen	Pre-de-Vi-Straße	20		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849475	hotelvalparol@yahoo.com	www.hotel-valparol.it	35	2	46.559461	11.958107
Hütte	Gardenacia	Puez-Odle Nationalpark			39036		Abtei	Italy	Europe	+39-0471-840128	info@gardenacia.it	www.gardenacia.it	20		46.58465976824105	11.879739761352539
Garni	Ciasa Flora	Rottonara	12		39036	Stern	Abtei	Italy	Europe	+39-0471-847195	info@ciasaflora.it	www.ciasaflora.it	8	1	46.5827207	11.8979758
Residence & Camping	Sass Dlacia	Sciarè	11		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849527			10	2	46.55410914962089	11.970173120498657
Residence	Miraval	Sompuntstraße	19		39036		Abtei	Italy	Europe	+39-0471-844055	info@residence-miraval.com	www.residence-miraval.com	10	3	46.59611734309383	11.900859475135803
Naturhotel	Miraval	Sompuntstraße	19		39036		Abtei	Italy	Europe	+39-0471-844055	info@naturhotelmiraval.com	www.naturhotelmiraval.com	12	3	46.59612589507101	11.9002103805542
Residence	Ciasa Vedla	Sompuntstraße	38		39036	St. Leonhard	Abtei	Italy	Europe	+39-0471-847053			3	2	46.59645646219745	11.894594549958128
Apart	Ciasa La Ro	Soplàstraße	7		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849470			8		46.571879577476444	11.932686567306519
Apartments	Ciasa Soplà	Soplàstraße	45		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-836079	info@mezdi.it	www.mezdi.it	5		46.57216722020985	11.934188604354858
Family and Wellness Residence	Ciasa Antersies	Soplàstraße	151		39036	St. Kassian	Abtei	Italy	Europe	+39-0471-849417	antersies@rolmail.net	www.ciasaantersies.it	29	3	46.571912767100486	11.933488547801971
Apartment	Ciasa La Rösa	Sottrùstraße	8		39036		Abtei	Italy	Europe	+39-335-7875462	info@larosa.bz.it	www.larosa.bz.it	1		46.600295977764034	11.908155977507704
Urlaub auf dem Bauernhof	Suttrù	Sottrùstraße	22		39036		Abtei	Italy	Europe	+39-0471-839893	suttru@ladinia.it	www.ladinia.it/suttru	3		46.60116131598644	11.90836787201988
Gasthof	San Leonardo	St. Linart Straße	23		39036	St. Leonhard	Abtei	Italy	Europe	+39-0471-839742	info@albergo-sanleonardo.it	www.scunei.it	12	3	46.611213459290454	11.899806586297927
Gasthof	Cavallino (Rößl Dep.)	St. Linart Straße	25		39036	St. Leonhard	Abtei	Italy	Europe	+39-0471-839606	info@cavallino-altabadia.it	www.cavallino-altabadia.it	15	2	46.6105746	11.8997211
Gasthof	Cavallino (Rößl)	St. Linart Straße	52		39036	St. Leonhard	Abtei	Italy	Europe	+39-0471-839606	info@cavallino-altabadia.it	www.cavallino-altabadia.it	35	3S	46.61143272002042	11.900832653045654
Pension garni	Rungg	St. Linart Straße	76	Pedratschesstraße / Strada Pedraces	39036	St. Leonhard	Abtei	Italy	Europe	+39-0471-839621	info@garnirungg.it	www.garnirungg.it	17	1	46.607152369004375	11.894255876541138
Appartements	Chalet Bandiarac	Tamores	6		39036	St. Kassian	Abtei	Italy	Europe				6	4	46.576570176253114	11.931742429733276
Hotel	Tannhof	Gaisjochweg	1		39037	Vals	Mühlbach	Italy	Europe	+39-0472-547116	info@hotel-tannhof.com	www.hotel-tannhof.com	34	3S	46.843568342348746	11.627928614616394
Hotel	Bacherhof	Meransen	64	Huberstraße / Via Huber 16	39037	Meransen	Mühlbach	Italy	Europe	+39-0472-520128	hotel@bacherhof.com	www.bacherhof.com	43	4	46.8198514128144	11.669625309786966
Urlaubsbauernhof	Vitrolerhof	Spisses	149		39037		Rodeneck	Italy	Europe	+39-0472-454247	info@gallorosso.it	www.roterhahn.it	2	3	46.77610177876079	11.706361770629883
Urlaubsbauernhof	Obereggerhof	Unterlände	1		39037	Vals	Mühlbach	Italy	Europe	+39-0472-541008	info@gallorosso.it	www.roterhahn.it	4		46.82258	11.63871
Hotel	Villa Stefania	An der Botenbrücke	1		39038		Innichen	Italy	Europe	+39-0474-913588	info@villastefania.com	www.villastefania.com	35	4	46.73425	12.28579
Hotel	Alpina Post - Posthotel	Benediktinergasse	10A		39038		Innichen	Italy	Europe	+39-0474-913133	info@brandnamic.com	www.quality-hotels.it	48	4S	46.732206001089494	12.282274961471558
Gästehaus	Drau Natur	Draustrasse	8		39038		Innichen	Italy	Europe	+39-331-8955993	info@drau-natur.it	www.drau-natur.it	5		46.7343970113517	12.280068317396058
Garni	Siebnerhof	Färberstraße	24		39038		Innichen	Italy	Europe	+39-0474-913428	siebnerhof@gmx.net	www.siebnerhof.com	8	2	46.7323281	12.279736599999978
Apartments	Siebnerhof	Färberstraße	24		39038		Innichen	Italy	Europe	+39-0474-913428	siebnerhof@gmx.net	www.siebnerhof.com	2		46.7323281	12.279736599999978
Urlaub auf dem Bauernhof	Parggenhof	Firchatstraße	40		39038	Winnebach	Innichen	Italy	Europe	+39-0474-966627	info@parggenhof.it	www.parggenhof.it	4		46.73924849237044	12.35554370279715
Hotel	Weißes Rössl	Herzog-Tassilo-Straße	1		39038		Innichen	Italy	Europe	+39-0474-913135	info@localistorici.it	www.localistorici.it	56	4S	46.73307078256415	12.281593680381775
Appartements	Guerreschi	Peter-Paul-Rainer-Straße	14		39038		Innichen	Italy	Europe	+39-474-972510	info@hotelmoritz.it	www.hotelmoritz.it	4	3	46.733625000000004	12.279665
Boutique Hotel	Zenana	Peter-Paul-Rainer-Straße	17		39038		Innichen	Italy	Europe	+39-335-1624165	info@zenana.it	www.zenana.it	9	4	46.733534	12.279755000000023
Residence	Alpengruß	St. Silvester Straße	7		39038	Winnebach	Innichen	Italy	Europe	+39-0474-966760	info@alpengruss-bachmann.it	www.alpengruss-bachmann.it	5	3	46.740059	12.359439
Hotel	Rainer Eggele	St. Silvester Straße	13		39038	Winnebach	Innichen	Italy	Europe	+39-0474-966724	info@hotel-rainer.com	www.hotel-rainer.com	30	3	46.74059217830723	12.359458208084106
Hotel	Tolderhof	St. Silvester Straße	26		39038	Winnebach	Innichen	Italy	Europe	+39-0474-966734	info@hoteltolderhof.it	www.hoteltolderhof.it	23	3S	46.74246750997477	12.35681210877226
Hotel garni	Piccolohotel Tempele	St.-Korbinian-Straße	4		39038		Innichen	Italy	Europe	+39-0474-916153	info@tempele.com	www.tempele.com	11	3	46.7347576546869	12.276266813278198
Residence	Tempele	St.-Korbinian-Straße	4		39038		Innichen	Italy	Europe	+39-0474-913366	info@tempele.com	www.tempele.com	11	2	46.73476500798101	12.276368737220764
Hotel	Baranci	Vitus-Rastpichler-Straße	2		39038		Innichen	Italy	Europe	+39-0474-913385	info@hotel_baranci.com	www.hotel-baranci.com	35	3S	46.73280348123656	12.276800572872162
Ferienbauernhof	Ölackererhof	Alte Pustertalerstraße	4		39040	Neustift	Vahrn	Italy	Europe	+39-0472-830158	info@gallorosso.it	www.roterhahn.it	2		46.7438056060277	11.650375919326734
Traditions-Wirtshaus & Hotel	Lener	Bliegerweg	2 + 4		39040	Trens	Freienfeld	Italy	Europe	+39-0472-647133	info@lener.it	www.lener.it	30	4	46.87181209052044	11.483757197856903
Residence Garni	Töglhof	Coller Straße	1		39040	St. Peter	Villnöß	Italy	Europe	+39-0472-840169	info@toeglhof.com	www.toeglhof.com	10	3	46.643361604054256	11.684155762195587
Hotel	Sonklarhof	Dorf	16/17		39040	Fraktion Ridnaun	Ratschings	Italy	Europe	+39-0472-656212	sonklarhof@web.de	www.sonklarhof.com	70	4	46.91015643156479	11.306390762329102
Alpotel	Seehof	Flötscher	2		39040	Natz	Natz-Schabs	Italy	Europe	+39-0472-412120	info@seehof.it	www.seehof.it	31	3	46.7604476208028	11.665956974029541
Turmhotel	Schwarz-Adler	Hauptmann Schweiggl Platz	1		39040		Kurtatsch an der Weinstraße	Italy	Europe	+39-0471-096400	info@turmhotel.it	www.turmhotel.it	24	3	46.31327	11.22327
Gasthof	Halbweg	Hofstattweg	11		39040	Hofstatt	Kurtatsch an der Weinstraße	Italy	Europe	+39-0471-880108	gasthof.halbweg@dnet.it		10	2	46.31406	11.2048
Gasthof	Caroline	Indermauerstraße	19		39040	Graun bei Kurtatsch an der Weinstraße	Kurtatsch an der Weinstraße	Italy	Europe	+39-0471-880212	info@gasthofcaroline.it	www.gasthofcaroline.it	7	1	46.326232	11.2173921
Urlaubsbauernhof	Kabis Hof	Josefweg	2		39040	St. Peter	Villnöß	Italy	Europe	+39-0472-840171	kabishof@rolmail.net	www.agriturismokabishof.it	3		46.643197642350444	11.673573015344232
Hotel	Tyrol	Kirchweg	12		39040	St. Magdalena	Villnöß	Italy	Europe	+39-0472-840104	info@tyrol-hotel.eu	www.tyrol-hotel.eu	28	4	46.64282	11.71608
Residence	Tirol	König-Arnulf-Weg	3		39040		Lüsen	Italy	Europe	+39-0472-413768	info@residencetirol.com	www.residencetirol.com	5	3	46.747789794346765	11.757055521011353
Urlaubsbauernhof	Runkhof	Laranzweg	13		39040	Seis am Schlern	Kastelruth	Italy	Europe	+39-0471-707440	info@villapircher.com	www.villapircher.com	1		46.54819	11.54756
Gasthof	Terzer	Obergasse	5a		39040		Kurtatsch an der Weinstraße	Italy	Europe	+39-0471-880219	info@gasthof-terzer.it	www.gasthof-terzer.it	19	2	46.3146176	11.2228998
Gästehaus-Café	Haus Sabina	Panider Straße	39		39040		Kastelruth	Italy	Europe	+39-0471-700019	info@haus-sabina.com	www.haus-sabina.com	6	3	46.5671155	11.561365099999989
Dolomiti Romantic & SPA Hotel	Abinea	Panider Straße	21/1		39040		Kastelruth	Italy	Europe	+39-0471-707237	info@abinea.com	www.abinea.it	35	4	46.56877883950953	11.565636992454529
Sporthotel	Sonne	Pizstraße	6		39040	Seiseralm	Kastelruth	Italy	Europe	+39-0471-727000	info@sporthotelsonne.com	www.sporthotelsonne.com	38	4	46.55388043453298	11.66273832321167
Ferienwohnungen	Villa Pircher	Pstosserweg	2		39040	Seis am Schlern	Kastelruth	Italy	Europe	+39-0471-707440	info@villapircher.com	www.villapircher.com	4	3	46.54889	11.57792
Urlaub auf dem Biobauernhof	Zingerlehof	R.-Maria-Kruckenhauser-Straße	1		39040		Freienfeld	Italy	Europe	+39-0472-649130	info@gallorosso.it	www.roterhahn.it	3		46.87734941682712	11.484366059303284
Gästehaus	Haus Orian	Rain	9		39040		Kurtatsch an der Weinstraße	Italy	Europe	+39-0471-880228	info@hausorian.it	www.hausorian.it	4		46.30673	11.20881
Gasthof	Vigilerhof	Schlernstraße	29	Landesstraße 24	39040	Seis am Schlern	Kastelruth	Italy	Europe	+39-0471-706450	info@vigilerhof.it	www.vigilerhof.it	20	4	46.53269428773547	11.539742946624756
Landhotel	Mühlwaldhof	Schlossergasse	40		39040	Natz	Natz-Schabs	Italy	Europe	+39-0472-415075	muehlwaldhof@dnet.it	www.landhotel-muehlwaldhof.com	50	4	46.75416685843861	11.684088706970215
Urlaub auf dem Bauernhof	Hofer Hof	Schrambach	17		39040		Feldthurns	Italy	Europe	+39-0472-855329	info@gallorosso.it	www.roterhahn.it	5	4	46.669033611365826	11.608270168271702
Gasthof	Ortner	Spiluck	10		39040	Spiluck	Vahrn	Italy	Europe	+39-0472-834708	info@ortner.it	www.ortner.it	7	2	46.75543	11.61652
Naturhotel	Pinei	St. Michael	37/1		39040	St. Michael	Kastelruth	Italy	Europe	+39-0471-700009	info@panidersattel.com	www.panidersattel.com	30	4	46.57873096025362	11.622754633426666
Urlaubsbauernhof	Mühler Hof	St. Peter	31	Mühlerbach 2	39040	St. Peter	Villnöß	Italy	Europe	+39-0472-840001	info@gallorosso.it	www.roterhahn.it	5	3	46.6398328193363	11.685004982556165
Hotel	Alpin Stile	St. Peter im Tal	17		39040	St. Peter	Lajen	Italy	Europe	+39-0471-798099	info@alpinstilehotel.it	www.alpinstilehotel.it	13	3S	46.593894585994	11.619157791137695
